,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG
Date,,,,,,,,,,,,
2020-02-19,2170.219970703125,1526.68994140625,2170.219970703125,1526.68994140625,2185.10009765625,1532.10595703125,2161.1201171875,1521.4000244140625,2167.800048828125,1525.0699462890625,2561200,949300
2020-02-20,2153.10009765625,1518.1500244140625,2153.10009765625,1518.1500244140625,2176.7900390625,1529.6400146484375,2127.449951171875,1506.8199462890625,2173.070068359375,1522.0,3131300,1096600
2020-02-21,2095.969970703125,1485.1099853515625,2095.969970703125,1485.1099853515625,2144.550048828125,1512.2149658203125,2088.0,1480.43994140625,2142.14990234375,1508.030029296875,4646300,1731700
2020-02-24,2009.2900390625,1421.5899658203125,2009.2900390625,1421.5899658203125,2039.300048828125,1436.969970703125,1987.969970703125,1411.3900146484375,2003.1800537109375,1426.1099853515625,6547000,2867100
2020-02-25,1972.739990234375,1388.449951171875,1972.739990234375,1388.449951171875,2034.5999755859375,1438.1400146484375,1958.4200439453125,1382.4000244140625,2026.4200439453125,1433.0,6219100,2478300
2020-02-26,1979.5899658203125,1393.1800537109375,1979.5899658203125,1393.1800537109375,2014.6700439453125,1415.699951171875,1960.449951171875,1379.0,1970.280029296875,1396.1400146484375,5224600,2202400
2020-02-27,1884.300048828125,1318.0899658203125,1884.300048828125,1318.0899658203125,1975.0,1371.7039794921875,1882.760009765625,1317.1700439453125,1934.3800048828125,1362.06005859375,8144000,2978300
2020-02-28,1883.75,1339.3299560546875,1883.75,1339.3299560546875,1889.760009765625,1341.1400146484375,1811.1300048828125,1271.0,1814.6300048828125,1277.5,9493800,3790600
2020-03-02,1953.949951171875,1389.1099853515625,1953.949951171875,1389.1099853515625,1954.510009765625,1390.8699951171875,1870.0,1326.81494140625,1906.489990234375,1351.6099853515625,6761700,2431500
2020-03-03,1908.989990234375,1341.3900146484375,1908.989990234375,1341.3900146484375,1996.3299560546875,1410.1500244140625,1888.0899658203125,1332.0,1975.3699951171875,1399.4200439453125,7534500,2402300
2020-03-04,1975.8299560546875,1386.52001953125,1975.8299560546875,1386.52001953125,1978.0,1388.0899658203125,1922.0,1343.1099853515625,1946.5699462890625,1359.22998046875,4772900,1913300
2020-03-05,1924.030029296875,1319.0400390625,1924.030029296875,1319.0400390625,1960.719970703125,1358.9100341796875,1910.0,1305.0999755859375,1933.0,1350.199951171875,4748200,2561300
2020-03-06,1901.0899658203125,1298.4100341796875,1901.0899658203125,1298.4100341796875,1910.8699951171875,1306.219970703125,1869.5,1261.050048828125,1875.0,1277.06005859375,5273600,2660600
2020-03-09,1800.6099853515625,1215.56005859375,1800.6099853515625,1215.56005859375,1862.77001953125,1254.760009765625,1761.2900390625,1200.0,1773.8599853515625,1205.300048828125,7813200,3365400
2020-03-10,1891.8199462890625,1280.3900146484375,1891.8199462890625,1280.3900146484375,1894.27001953125,1281.1500244140625,1818.1700439453125,1218.77001953125,1870.8800048828125,1260.0,7133300,2611400
2020-03-11,1820.8599853515625,1215.4100341796875,1820.8599853515625,1215.4100341796875,1871.3199462890625,1260.9599609375,1801.5,1196.0699462890625,1857.8499755859375,1249.699951171875,5624800,2608500
2020-03-12,1676.6099853515625,1114.9100341796875,1676.6099853515625,1114.9100341796875,1765.0,1193.8699951171875,1675.0,1113.300048828125,1721.97998046875,1126.0,11346200,4226700
2020-03-13,1785.0,1219.72998046875,1785.0,1219.72998046875,1786.31005859375,1219.760009765625,1680.6199951171875,1117.1429443359375,1755.0,1179.0,8809700,3700100
2020-03-16,1689.1500244140625,1084.3299560546875,1689.1500244140625,1084.3299560546875,1759.449951171875,1152.2669677734375,1626.030029296875,1074.43994140625,1641.510009765625,1096.0,8917300,4252400
2020-03-17,1807.8399658203125,1119.800048828125,1807.8399658203125,1119.800048828125,1857.780029296875,1130.8599853515625,1689.239990234375,1056.010009765625,1775.469970703125,1093.1099853515625,10917100,3861500
2020-03-18,1830.0,1096.800048828125,1830.0,1096.800048828125,1841.6600341796875,1106.5,1745.0,1037.280029296875,1750.0,1056.510009765625,9645200,4233400
2020-03-19,1880.9300537109375,1115.2900390625,1880.9300537109375,1115.2900390625,1945.0,1157.969970703125,1832.6500244140625,1060.1080322265625,1860.0,1093.050048828125,10399900,3651100
2020-03-20,1846.0899658203125,1072.3199462890625,1846.0899658203125,1072.3199462890625,1957.0,1143.989990234375,1820.72998046875,1065.489990234375,1926.31005859375,1135.719970703125,9817900,3601800
2020-03-23,1902.8299560546875,1056.6199951171875,1902.8299560546875,1056.6199951171875,1919.4000244140625,1071.3199462890625,1812.0,1013.5360107421875,1827.75,1061.3199462890625,7808500,4044100
2020-03-24,1940.0999755859375,1134.4599609375,1940.0999755859375,1134.4599609375,1955.0,1135.0,1900.3399658203125,1090.6199951171875,1951.5,1103.77001953125,7147100,3344500
2020-03-25,1885.8399658203125,1102.489990234375,1885.8399658203125,1102.489990234375,1950.260009765625,1148.9000244140625,1885.780029296875,1086.010009765625,1920.68994140625,1126.469970703125,6479100,4081500
2020-03-26,1955.489990234375,1161.75,1955.489990234375,1161.75,1956.489990234375,1169.969970703125,1889.2900390625,1093.530029296875,1902.0,1111.800048828125,6221300,3571700
2020-03-27,1900.0999755859375,1110.7099609375,1900.0999755859375,1110.7099609375,1939.7900390625,1150.6700439453125,1899.9200439453125,1105.9100341796875,1930.8599853515625,1125.6700439453125,5387900,3208500
2020-03-30,1963.949951171875,1146.8199462890625,1963.949951171875,1146.8199462890625,1973.6300048828125,1151.6300048828125,1912.3399658203125,1096.47998046875,1922.8299560546875,1125.0400390625,6126100,2574100
2020-03-31,1949.719970703125,1162.81005859375,1949.719970703125,1162.81005859375,1993.02001953125,1175.31005859375,1944.010009765625,1138.1400146484375,1964.3499755859375,1147.300048828125,5123600,2486400
2020-04-01,1907.699951171875,1105.6199951171875,1907.699951171875,1105.6199951171875,1944.9599609375,1129.68994140625,1893.0,1097.449951171875,1932.969970703125,1122.0,4121900,2344200
2020-04-02,1918.8299560546875,1120.8399658203125,1918.8299560546875,1120.8399658203125,1927.530029296875,1126.8599853515625,1890.0,1096.4000244140625,1901.6400146484375,1098.260009765625,4336000,1964900
2020-04-03,1906.5899658203125,1097.8800048828125,1906.5899658203125,1097.8800048828125,1926.3299560546875,1123.5400390625,1889.1500244140625,1079.81005859375,1911.1500244140625,1119.0150146484375,3609900,2313400
2020-04-06,1997.5899658203125,1186.9200439453125,1997.5899658203125,1186.9200439453125,1998.52001953125,1194.6600341796875,1930.02001953125,1130.93994140625,1936.0,1138.0,5773200,2664700
2020-04-07,2011.5999755859375,1186.510009765625,2011.5999755859375,1186.510009765625,2035.719970703125,1225.0,1997.6199951171875,1182.22998046875,2017.1099853515625,1221.0,5114000,2387300
2020-04-08,2043.0,1210.280029296875,2043.0,1210.280029296875,2044.0,1219.0699462890625,2011.1500244140625,1188.1600341796875,2021.0,1206.5,3977300,1975100
2020-04-09,2042.760009765625,1211.449951171875,2042.760009765625,1211.449951171875,2053.0,1225.5699462890625,2017.6600341796875,1196.7349853515625,2044.300048828125,1224.0799560546875,4655600,2175400
2020-04-13,2168.8701171875,1217.56005859375,2168.8701171875,1217.56005859375,2180.0,1220.510009765625,2038.0,1187.5980224609375,2040.0,1209.1800537109375,6716700,1739800
2020-04-14,2283.320068359375,1269.22998046875,2283.320068359375,1269.22998046875,2292.0,1282.0699462890625,2186.2099609375,1236.9300537109375,2200.469970703125,1245.0899658203125,8087200,2470400
2020-04-15,2307.679931640625,1262.469970703125,2307.679931640625,1262.469970703125,2333.3701171875,1280.4599609375,2245.0,1240.4000244140625,2257.679931640625,1245.6099853515625,6866600,1671700
2020-04-16,2408.18994140625,1263.469970703125,2408.18994140625,1263.469970703125,2461.0,1279.0,2335.0,1242.6199951171875,2346.0,1274.0999755859375,12038200,2518100
2020-04-17,2375.0,1283.25,2375.0,1283.25,2400.0,1294.4300537109375,2316.02001953125,1271.22998046875,2372.330078125,1284.8499755859375,7930000,1949000
2020-04-20,2393.610107421875,1266.6099853515625,2393.610107421875,1266.6099853515625,2444.97998046875,1281.5999755859375,2386.050048828125,1261.3699951171875,2389.949951171875,1271.0,5770700,1695500
2020-04-21,2328.1201171875,1216.3399658203125,2328.1201171875,1216.3399658203125,2428.31005859375,1254.27001953125,2279.659912109375,1209.7099609375,2416.610107421875,1247.0,7476700,2153000
2020-04-22,2363.489990234375,1263.2099609375,2363.489990234375,1263.2099609375,2394.0,1285.613037109375,2351.0,1242.0,2369.0,1245.5400390625,4218300,2093100
2020-04-23,2399.449951171875,1276.31005859375,2399.449951171875,1276.31005859375,2424.219970703125,1293.31005859375,2382.080078125,1265.6700439453125,2399.97998046875,1271.550048828125,5066600,1566200
2020-04-24,2410.219970703125,1279.31005859375,2410.219970703125,1279.31005859375,2420.429931640625,1280.4000244140625,2382.0,1249.449951171875,2417.0,1261.1700439453125,3831800,1640400
2020-04-27,2376.0,1275.8800048828125,2376.0,1275.8800048828125,2444.8798828125,1296.1500244140625,2363.0,1269.0,2443.199951171875,1296.0,5645600,1600600
2020-04-28,2314.080078125,1233.6700439453125,2314.080078125,1233.6700439453125,2373.5,1288.050048828125,2306.0,1232.199951171875,2372.10009765625,1287.9300537109375,5269400,2951300
2020-04-29,2372.7099609375,1341.47998046875,2372.7099609375,1341.47998046875,2391.889892578125,1359.989990234375,2310.0,1325.3399658203125,2330.010009765625,1341.4599609375,4591600,3793600
2020-04-30,2474.0,1348.6600341796875,2474.0,1348.6600341796875,2475.0,1352.8199462890625,2396.010009765625,1322.489990234375,2419.840087890625,1324.8800048828125,9534600,2668900
2020-05-01,2286.0400390625,1320.6099853515625,2286.0400390625,1320.6099853515625,2362.43994140625,1352.0699462890625,2258.18994140625,1311.0,2336.800048828125,1328.5,9772600,2072500
2020-05-04,2315.989990234375,1326.800048828125,2315.989990234375,1326.800048828125,2326.97998046875,1327.6600341796875,2256.3798828125,1299.0,2256.3798828125,1308.22998046875,4865900,1504000
2020-05-05,2317.800048828125,1351.1099853515625,2317.800048828125,1351.1099853515625,2351.0,1373.93994140625,2307.1298828125,1337.4599609375,2340.0,1337.9200439453125,3242500,1651500
2020-05-06,2351.260009765625,1347.300048828125,2351.260009765625,1347.300048828125,2357.449951171875,1371.1199951171875,2320.0,1347.2900390625,2329.43994140625,1361.68994140625,3117800,1215400
2020-05-07,2367.610107421875,1372.56005859375,2367.610107421875,1372.56005859375,2376.0,1377.5999755859375,2343.110107421875,1355.27001953125,2374.780029296875,1365.93994140625,3396400,1397600
2020-05-08,2379.610107421875,1388.3699951171875,2379.610107421875,1388.3699951171875,2387.239990234375,1398.760009765625,2357.0,1375.47998046875,2372.139892578125,1383.1300048828125,3211200,1388100
2020-05-11,2409.0,1403.260009765625,2409.0,1403.260009765625,2419.669921875,1416.530029296875,2372.110107421875,1377.1519775390625,2374.699951171875,1378.280029296875,3259200,1412100
2020-05-12,2356.949951171875,1375.739990234375,2356.949951171875,1375.739990234375,2419.0,1415.0,2355.0,1374.77001953125,2411.85009765625,1407.1199951171875,3074900,1390600
2020-05-13,2367.919921875,1349.3299560546875,2367.919921875,1349.3299560546875,2407.699951171875,1385.4820556640625,2337.800048828125,1328.4000244140625,2366.800048828125,1377.050048828125,4782900,1812600
2020-05-14,2388.85009765625,1356.1300048828125,2388.85009765625,1356.1300048828125,2391.3701171875,1357.4200439453125,2353.2099609375,1323.9100341796875,2361.010009765625,1335.02001953125,3648100,1603100
2020-05-15,2409.780029296875,1373.18994140625,2409.780029296875,1373.18994140625,2411.0,1374.47998046875,2356.3701171875,1339.0,2368.52001953125,1350.0,4235000,1707700
2020-05-18,2426.260009765625,1383.93994140625,2426.260009765625,1383.93994140625,2433.0,1392.324951171875,2384.010009765625,1354.25,2404.35009765625,1361.75,4366600,1824000
2020-05-19,2449.330078125,1373.4849853515625,2449.330078125,1373.4849853515625,2485.0,1392.0,2428.969970703125,1373.4849853515625,2429.830078125,1386.9969482421875,4320500,1280600
2020-05-20,2497.93994140625,1406.719970703125,2497.93994140625,1406.719970703125,2500.010009765625,1410.4200439453125,2467.27001953125,1387.25,2477.8701171875,1389.5799560546875,3998100,1655400
2020-05-21,2446.739990234375,1402.800048828125,2446.739990234375,1402.800048828125,2525.449951171875,1415.489990234375,2442.5400390625,1393.449951171875,2500.0,1408.0,5114400,1385000
2020-05-22,2436.8798828125,1410.4200439453125,2436.8798828125,1410.4200439453125,2469.85009765625,1412.760009765625,2430.1298828125,1391.8299560546875,2455.010009765625,1396.7099609375,2867100,1309400
2020-05-26,2421.860107421875,1417.02001953125,2421.860107421875,1417.02001953125,2462.0,1441.0,2414.06005859375,1412.1300048828125,2458.0,1437.27001953125,3568200,2060600
2020-05-27,2410.389892578125,1417.8399658203125,2410.389892578125,1417.8399658203125,2413.580078125,1421.739990234375,2330.0,1391.2900390625,2404.989990234375,1417.25,5056900,1685800
2020-05-28,2401.10009765625,1416.72998046875,2401.10009765625,1416.72998046875,2436.969970703125,1440.8399658203125,2378.22998046875,1396.0,2384.330078125,1396.8599853515625,3190200,1692200
2020-05-29,2442.3701171875,1428.9200439453125,2442.3701171875,1428.9200439453125,2442.3701171875,1432.5699462890625,2398.199951171875,1413.3499755859375,2415.93994140625,1416.93994140625,3529300,1838100
2020-06-01,2471.0400390625,1431.8199462890625,2471.0400390625,1431.8199462890625,2476.929931640625,1437.9599609375,2444.169921875,1418.0,2448.0,1418.3900146484375,2928900,1217100
2020-06-02,2472.409912109375,1439.219970703125,2472.409912109375,1439.219970703125,2473.530029296875,1439.6099853515625,2445.31005859375,1418.8299560546875,2467.0,1430.550048828125,2529900,1278100
2020-06-03,2478.39990234375,1436.3800048828125,2478.39990234375,1436.3800048828125,2488.0,1446.552001953125,2461.169921875,1429.7769775390625,2468.010009765625,1438.300048828125,2671000,1256200
2020-06-04,2460.60009765625,1412.1800537109375,2460.60009765625,1412.1800537109375,2507.5400390625,1438.9599609375,2450.010009765625,1404.72998046875,2477.429931640625,1430.4000244140625,2948700,1484300
2020-06-05,2483.0,1438.3900146484375,2483.0,1438.3900146484375,2488.64990234375,1445.050048828125,2437.1298828125,1406.0,2444.510009765625,1413.1700439453125,3306400,1734900
2020-06-08,2524.06005859375,1446.6099853515625,2524.06005859375,1446.6099853515625,2530.0,1447.989990234375,2487.340087890625,1422.3399658203125,2500.199951171875,1422.3399658203125,3970700,1404200
2020-06-09,2600.860107421875,1456.1600341796875,2600.860107421875,1456.1600341796875,2626.429931640625,1468.0,2525.0,1443.2099609375,2529.43994140625,1445.3599853515625,5176000,1409200
2020-06-10,2647.449951171875,1465.8499755859375,2647.449951171875,1465.8499755859375,2722.35009765625,1474.259033203125,2626.260009765625,1456.27001953125,2645.0,1459.5400390625,4946000,1525200
2020-06-11,2557.9599609375,1403.8399658203125,2557.9599609375,1403.8399658203125,2671.3798828125,1454.4749755859375,2536.22998046875,1402.0,2603.5,1442.47998046875,5800100,1991300
2020-06-12,2545.02001953125,1413.1800537109375,2545.02001953125,1413.1800537109375,2621.47998046875,1437.0,2503.35009765625,1386.02001953125,2601.2099609375,1428.489990234375,5429600,1944200
2020-06-15,2572.679931640625,1419.8499755859375,2572.679931640625,1419.8499755859375,2584.0,1424.800048828125,2508.0,1387.9200439453125,2526.60009765625,1390.800048828125,3865100,1503900
2020-06-16,2615.27001953125,1442.719970703125,2615.27001953125,1442.719970703125,2620.0,1455.02001953125,2576.0,1425.9000244140625,2620.0,1445.219970703125,3585600,1709200
2020-06-17,2640.97998046875,1451.1199951171875,2640.97998046875,1451.1199951171875,2655.0,1460.0,2631.820068359375,1431.3800048828125,2647.5,1447.1600341796875,2951100,1548300
2020-06-18,2653.97998046875,1435.9599609375,2653.97998046875,1435.9599609375,2659.639892578125,1451.4100341796875,2636.110107421875,1427.010009765625,2647.010009765625,1449.1600341796875,2487800,1581900
2020-06-19,2675.010009765625,1431.719970703125,2675.010009765625,1431.719970703125,2697.429931640625,1447.800048828125,2659.0,1421.3499755859375,2678.080078125,1444.0,5773300,3156900
2020-06-22,2713.820068359375,1451.8599853515625,2713.820068359375,1451.8599853515625,2715.0,1452.75,2669.0,1423.2099609375,2684.5,1429.0,3208800,1542400
2020-06-23,2764.409912109375,1464.4100341796875,2764.409912109375,1464.4100341796875,2783.110107421875,1475.9410400390625,2718.0400390625,1445.239990234375,2726.02001953125,1455.6400146484375,4231700,1429800
2020-06-24,2734.39990234375,1431.969970703125,2734.39990234375,1431.969970703125,2796.0,1475.4200439453125,2721.0,1429.75,2780.0,1461.510009765625,4526600,1756000
2020-06-25,2754.580078125,1441.3299560546875,2754.580078125,1441.3299560546875,2756.22998046875,1442.9000244140625,2712.139892578125,1420.0,2739.550048828125,1429.9000244140625,2968700,1230500
2020-06-26,2692.8701171875,1359.9000244140625,2692.8701171875,1359.9000244140625,2782.570068359375,1433.449951171875,2688.0,1351.989990234375,2775.06005859375,1431.3900146484375,6500800,4267700
2020-06-29,2680.3798828125,1394.969970703125,2680.3798828125,1394.969970703125,2696.800048828125,1395.5999755859375,2630.080078125,1347.010009765625,2690.010009765625,1358.1800537109375,4223400,1810200
2020-06-30,2758.820068359375,1413.6099853515625,2758.820068359375,1413.6099853515625,2769.6298828125,1418.6500244140625,2675.030029296875,1383.9599609375,2685.070068359375,1390.43994140625,3769700,2042400
2020-07-01,2878.699951171875,1438.0400390625,2878.699951171875,1438.0400390625,2895.0,1443.0,2754.0,1409.8199462890625,2757.989990234375,1411.0999755859375,6363400,1775200
2020-07-02,2890.300048828125,1464.699951171875,2890.300048828125,1464.699951171875,2955.56005859375,1482.949951171875,2871.10009765625,1446.4200439453125,2912.010009765625,1446.93994140625,6593400,1859100
2020-07-06,3057.0400390625,1495.699951171875,3057.0400390625,1495.699951171875,3059.8798828125,1506.5899658203125,2930.0,1472.8599853515625,2934.969970703125,1480.06005859375,6880600,1564000
2020-07-07,3000.1201171875,1485.1800537109375,3000.1201171875,1485.1800537109375,3069.550048828125,1516.800048828125,2990.0,1483.550048828125,3058.550048828125,1490.0,5257500,1458200
2020-07-08,3081.110107421875,1496.0,3081.110107421875,1496.0,3083.969970703125,1505.8800048828125,3012.429931640625,1485.6300048828125,3022.610107421875,1494.3199462890625,5037600,1249700
2020-07-09,3182.6298828125,1510.989990234375,3182.6298828125,1510.989990234375,3193.8798828125,1522.719970703125,3074.0,1488.0849609375,3115.989990234375,1506.449951171875,6388700,1423300
2020-07-10,3200.0,1541.739990234375,3200.0,1541.739990234375,3215.0,1543.8299560546875,3135.699951171875,1496.5400390625,3191.760009765625,1506.1500244140625,5486000,1856300
2020-07-13,3104.0,1511.3399658203125,3104.0,1511.3399658203125,3344.2900390625,1577.1319580078125,3068.389892578125,1505.2430419921875,3251.06005859375,1550.0,7720400,1846400
2020-07-14,3084.0,1520.5799560546875,3084.0,1520.5799560546875,3127.3798828125,1522.949951171875,2950.0,1483.5,3089.0,1490.31005859375,7231900,1585000
2020-07-15,3008.8701171875,1513.6400146484375,3008.8701171875,1513.6400146484375,3098.35009765625,1535.3299560546875,2973.179931640625,1498.0,3080.22998046875,1523.1300048828125,5788900,1610700
2020-07-16,2999.89990234375,1518.0,2999.89990234375,1518.0,3032.0,1518.68994140625,2918.22998046875,1486.31005859375,2971.06005859375,1500.0,6394200,1519300
2020-07-17,2961.969970703125,1515.550048828125,2961.969970703125,1515.550048828125,3024.0,1523.43994140625,2948.449951171875,1498.4200439453125,3009.0,1521.6199951171875,4761300,1456700
2020-07-20,3196.840087890625,1565.719970703125,3196.840087890625,1565.719970703125,3201.360107421875,1570.2900390625,2994.02001953125,1503.5999755859375,3000.199951171875,1515.260009765625,7598200,1557300
2020-07-21,3138.2900390625,1558.4200439453125,3138.2900390625,1558.4200439453125,3240.580078125,1586.989990234375,3105.719970703125,1554.280029296875,3232.489990234375,1586.989990234375,6135000,1218600
2020-07-22,3099.909912109375,1568.489990234375,3099.909912109375,1568.489990234375,3150.0,1570.0,3065.260009765625,1546.0999755859375,3125.0,1560.5,4104200,932000
2020-07-23,2986.550048828125,1515.6800537109375,2986.550048828125,1515.6800537109375,3098.27001953125,1571.8699951171875,2970.0,1507.3919677734375,3098.27001953125,1566.969970703125,5656900,1627600
2020-07-24,3008.909912109375,1511.8699951171875,3008.909912109375,1511.8699951171875,3031.580078125,1517.635986328125,2888.0,1488.4000244140625,2930.0,1498.9300537109375,5632400,1544000
2020-07-27,3055.2099609375,1530.199951171875,3055.2099609375,1530.199951171875,3098.0,1540.969970703125,3015.77001953125,1515.2099609375,3062.0,1515.5999755859375,4170500,1246000
2020-07-28,3000.330078125,1500.3399658203125,3000.330078125,1500.3399658203125,3077.090087890625,1526.47998046875,2995.760009765625,1497.6600341796875,3054.27001953125,1525.1800537109375,3126700,1702200
2020-07-29,3033.530029296875,1522.02001953125,3033.530029296875,1522.02001953125,3039.159912109375,1531.251953125,2996.77001953125,1501.3299560546875,3030.989990234375,1506.3199462890625,2974100,1106500
2020-07-30,3051.8798828125,1531.449951171875,3051.8798828125,1531.449951171875,3092.0,1537.8699951171875,3005.0,1492.219970703125,3014.0,1497.0,6128300,1671400
2020-07-31,3164.679931640625,1482.9599609375,3164.679931640625,1482.9599609375,3246.820068359375,1508.949951171875,3151.0,1454.030029296875,3244.0,1505.010009765625,8085500,3439900
2020-08-03,3111.889892578125,1474.449951171875,3111.889892578125,1474.449951171875,3184.0,1490.469970703125,3104.0,1465.6400146484375,3180.510009765625,1486.6400146484375,5074700,2330200
2020-08-04,3138.830078125,1464.969970703125,3138.830078125,1464.969970703125,3167.239990234375,1485.56005859375,3101.2099609375,1458.6500244140625,3101.2099609375,1476.5699462890625,4694300,1903500
2020-08-05,3205.030029296875,1473.6099853515625,3205.030029296875,1473.6099853515625,3213.590087890625,1482.4100341796875,3127.300048828125,1463.4599609375,3143.77001953125,1469.300048828125,3930000,1979500
2020-08-06,3225.0,1500.0999755859375,3225.0,1500.0999755859375,3247.469970703125,1502.3900146484375,3165.429931640625,1466.0,3194.360107421875,1471.75,3940600,1995400
2020-08-07,3167.4599609375,1494.489990234375,3167.4599609375,1494.489990234375,3240.81005859375,1516.844970703125,3140.669921875,1481.6400146484375,3224.010009765625,1500.0,3929600,1576600
2020-08-10,3148.159912109375,1496.0999755859375,3148.159912109375,1496.0999755859375,3172.510009765625,1504.074951171875,3101.52001953125,1473.0799560546875,3170.31005859375,1487.1800537109375,3167300,1289300
2020-08-11,3080.669921875,1480.3199462890625,3080.669921875,1480.3199462890625,3159.219970703125,1510.0,3073.0,1478.0,3113.199951171875,1492.43994140625,3718100,1454400
2020-08-12,3162.239990234375,1506.6199951171875,3162.239990234375,1506.6199951171875,3174.389892578125,1512.385986328125,3101.419921875,1485.25,3108.0,1485.5799560546875,3527200,1437700
2020-08-13,3161.02001953125,1518.449951171875,3161.02001953125,1518.449951171875,3217.52001953125,1537.25,3155.0,1508.0050048828125,3182.989990234375,1510.3399658203125,3149000,1455200
2020-08-14,3148.02001953125,1507.72998046875,3148.02001953125,1507.72998046875,3178.239990234375,1521.9000244140625,3120.0,1502.8800048828125,3178.179931640625,1515.6600341796875,2751700,1354800
2020-08-17,3182.409912109375,1517.97998046875,3182.409912109375,1517.97998046875,3194.969970703125,1525.6099853515625,3154.179931640625,1507.969970703125,3173.1201171875,1514.6700439453125,2691200,1378300
2020-08-18,3312.489990234375,1558.5999755859375,3312.489990234375,1558.5999755859375,3320.0,1562.469970703125,3205.820068359375,1523.7099609375,3212.0,1526.1800537109375,5346000,2027100
2020-08-19,3260.47998046875,1547.530029296875,3260.47998046875,1547.530029296875,3315.89990234375,1573.6800537109375,3256.0,1543.949951171875,3303.010009765625,1553.31005859375,4185100,1660600
2020-08-20,3297.3701171875,1581.75,3297.3701171875,1581.75,3312.6201171875,1585.8699951171875,3238.0,1538.199951171875,3252.0,1543.449951171875,3332500,1706900
2020-08-21,3284.719970703125,1580.4200439453125,3284.719970703125,1580.4200439453125,3314.39990234375,1597.719970703125,3275.389892578125,1568.0050048828125,3295.0,1577.030029296875,3575900,1446500
2020-08-24,3307.4599609375,1588.199951171875,3307.4599609375,1588.199951171875,3380.320068359375,1614.1700439453125,3257.56005859375,1580.5699462890625,3310.14990234375,1593.97998046875,4666300,1409900
2020-08-25,3346.489990234375,1608.219970703125,3346.489990234375,1608.219970703125,3357.39990234375,1611.6199951171875,3267.0,1582.0699462890625,3294.989990234375,1582.0699462890625,3992800,2247100
2020-08-26,3441.85009765625,1652.3800048828125,3441.85009765625,1652.3800048828125,3451.739990234375,1659.219970703125,3344.570068359375,1603.5999755859375,3351.110107421875,1608.0,6508700,3993400
2020-08-27,3400.0,1634.3299560546875,3400.0,1634.3299560546875,3453.0,1655.0,3378.0,1625.75,3450.050048828125,1653.6800537109375,4264800,1861600
2020-08-28,3401.800048828125,1644.4100341796875,3401.800048828125,1644.4100341796875,3433.3701171875,1647.1700439453125,3386.5,1630.75,3423.0,1633.489990234375,2897000,1499800
2020-08-31,3450.9599609375,1634.1800537109375,3450.9599609375,1634.1800537109375,3495.0,1647.9649658203125,3405.0,1630.31005859375,3408.989990234375,1647.8900146484375,4185900,1823400
2020-09-01,3499.1201171875,1660.7099609375,3499.1201171875,1660.7099609375,3513.8701171875,1665.72998046875,3467.0,1632.219970703125,3489.580078125,1636.6300048828125,3476400,1826700
2020-09-02,3531.449951171875,1728.280029296875,3531.449951171875,1728.280029296875,3552.25,1733.1800537109375,3486.68994140625,1666.3299560546875,3547.0,1673.7750244140625,3931500,2511200
2020-09-03,3368.0,1641.8399658203125,3368.0,1641.8399658203125,3488.409912109375,1709.7139892578125,3303.0,1615.06005859375,3485.0,1709.7139892578125,8161100,3107800
2020-09-04,3294.6201171875,1591.0400390625,3294.6201171875,1591.0400390625,3381.5,1645.1099853515625,3111.1298828125,1547.613037109375,3318.0,1624.260009765625,8781800,2608600
2020-09-08,3149.840087890625,1532.3900146484375,3149.840087890625,1532.3900146484375,3250.85009765625,1563.864990234375,3130.0,1528.010009765625,3144.0,1533.510009765625,6094200,2610900
2020-09-09,3268.610107421875,1556.9599609375,3268.610107421875,1556.9599609375,3303.179931640625,1569.0,3185.0,1536.051025390625,3202.989990234375,1557.530029296875,5188700,1774700
2020-09-10,3175.110107421875,1532.02001953125,3175.110107421875,1532.02001953125,3349.889892578125,1584.0810546875,3170.550048828125,1525.8050537109375,3307.219970703125,1560.6400146484375,5330700,1618600
2020-09-11,3116.219970703125,1520.719970703125,3116.219970703125,1520.719970703125,3217.340087890625,1575.199951171875,3083.97998046875,1497.3599853515625,3208.68994140625,1536.0,5094000,1597100
2020-09-14,3102.969970703125,1519.280029296875,3102.969970703125,1519.280029296875,3187.389892578125,1564.0,3096.0,1515.739990234375,3172.93994140625,1539.0050048828125,4529600,1696600
2020-09-15,3156.1298828125,1541.43994140625,3156.1298828125,1541.43994140625,3175.02001953125,1559.5699462890625,3108.919921875,1531.8349609375,3136.159912109375,1536.0,4021500,1331100
2020-09-16,3078.10009765625,1520.9000244140625,3078.10009765625,1520.9000244140625,3187.239990234375,1562.0,3074.14990234375,1519.8199462890625,3179.989990234375,1555.5400390625,4512200,1311700
2020-09-17,3008.72998046875,1495.530029296875,3008.72998046875,1495.530029296875,3029.429931640625,1508.2979736328125,2972.550048828125,1470.0,3009.25,1496.0,6449100,1879800
2020-09-18,2954.909912109375,1459.989990234375,2954.909912109375,1459.989990234375,3037.800048828125,1503.0030517578125,2905.5400390625,1437.1300048828125,3031.739990234375,1498.010009765625,8892600,3103900
2020-09-21,2960.469970703125,1431.1600341796875,2960.469970703125,1431.1600341796875,2962.0,1448.3599853515625,2871.0,1406.550048828125,2906.5,1440.06005859375,6117900,2888800
